subj_idx,stim,rt,response,rulert
7, YSEV,1.2858,1,0.55154
7, XSNV,2.7211,1,0.58498
7, YFLV,0.93537,1,0.58493
7, YFEV,0.66829,1,1.1525
7, XSLV,1.2691,1,0.70175
7, YSNV,1.1356,1,1.1857
7, YFEV,0.60151,1,0.85172
7, XSEV,1.92,1,0.63504
7, YFLV,1.7698,1,0.85215
7, YSNV,0.73508,1,1.3859
7, YFLV,1.2692,1,0.63515
7, YSEV,1.2357,1,0.88533
7, XFNV,0.93535,1,0.96888
7, XSLV,0.9687,1,3.2719
7, YFEV,1.0022,1,0.75185
7, YFEV,1.0856,1,0.73688
7, XFNV,1.8198,0,0.93522
7, YSLV,1.1523,1,2.9214
7, YSLP,1.0689,1,1.787
7, XFNP,1.8032,0,1.3696
7, YSEP,1.3526,1,1.5529
7, YFLP,0.68496,1,0.70175
7, XFEP,1.1856,1,0.73508
7, YFNP,1.4527,1,0.78529
7, XFEP,0.96874,1,0.56837
7, XSNP,2.2872,1,0.65163
7, XSLP,1.3358,1,1.4695
7, YSLP,1.0021,1,1.1525
7, XSNP,0.91865,1,0.96885
7, YSEP,2.1369,1,0.95215
7, YFEP,1.2693,1,0.63501
7, XSNP,1.0521,1,0.70178
7, XFLP,1.5694,1,0.81859
7, YFLP,0.66826,1,0.63497
7, XSNP,0.86847,1,0.68507
7, XSEP,2.0368,1,0.83528
7, XFLP,1.1522,1,0.76855
7, YFEP,0.88528,1,1.6698
7, XFNP,0.96867,1,0.60167
7, YSNP,2.3873,1,1.0355
7, YFLP,1.4861,1,0.88538
7, XFEP,0.9854,1,0.70176
7, XFNP,1.3525,1,0.65174
7, XSEP,1.0354,1,1.1356
7, XSLP,1.0188,1,0.71837
7, XSNP,1.219,1,0.76852
7, YSLP,1.4026,1,0.90207
7, XFEP,1.1189,1,0.81857
7, XSEP,2.3872,1,0.68505
7, YFNP,0.8185,1,0.53487
7, YFLP,1.0022,1,0.70173
7, YSEP,0.91869,1,0.68506
7, XFLP,0.68496,1,0.5183
7, YFNP,1.8365,1,0.71846
7, XSEP,0.88519,1,1.0522
7, XSNP,1.7363,0,0.83527
7, YFEP,0.61832,1,1.2526
7, XFNP,0.86861,1,0.73524
7, YFLP,0.81842,1,0.61834
7, YFNP,1.1856,1,0.51821
7, XFEP,1.2191,1,0.65159
7, YSEP,1.1857,1,0.70179
7, XSNP,0.95203,0,0.80208
7, XSLP,1.436,1,1.6698
7, YSEP,0.95197,1,0.70176
7, XSNP,1.4527,1,0.96875
7, XFLP,0.86856,1,4.0562
7, YSLP,0.73507,1,4.8907
7, YSNP,2.8212,1,3.2552
7, YSLP,0.86855,1,3.3888
7, YFEP,4.3233,1,0.85191
7, XFLP,1.002,1,1.3861
7, XSNP,1.0855,1,0.53484
7, XFEP,1.3693,1,0.7854
7, XFEV,0.96869,1,2.7213
7, XSNV,1.1189,1,0.60184
7, YFEV,0.53483,1,0.78529
7, YSNV,0.75175,1,0.7853
7, YFLV,0.71842,1,0.93544
7, XFEV,0.91865,1,0.65177
7, YFLV,0.53482,1,0.75199
7, YSNV,0.66833,1,0.91874
7, YSLV,1.3358,1,0.65193
7, XFEV,2.0868,0,0.71846
7, YSNV,0.6015,1,0.7519
7, YFLV,0.9687,1,0.61842
7, YSEV,1.1022,0,0.83534
7, YFNV,0.85182,1,0.85193
7, YFNV,0.66824,1,0.76858
7, YFEV,0.63493,1,0.71858
7, YSLV,1.1189,1,1.4528
7, XSEV,0.90192,1,0.70188
7, YFNV,0.73512,1,1.5697
7, XSLV,1.119,1,0.93554
7, YFLV,1.6362,0,0.68506
7, YFEV,0.85202,1,0.95213
7, XSNV,2.0034,1,0.81864
7, YSEV,0.81848,1,0.51821
7, YFLV,0.75185,1,0.51819
7, XSNV,1.2023,1,0.51815
7, XSLV,0.81854,0,2.2706
7, YFEV,1.0522,1,0.68507
7, YSNV,1.0855,1,0.78528
7, XSLV,1.5695,1,0.95203
7, YFEV,0.68501,1,0.60171
7, XSLV,0.88523,1,3.2051
7, XFLV,0.80175,1,0.53482
7, XFEV,1.1856,1,0.56837
7, XFNV,1.3358,1,1.3694
7, YFLV,1.7364,0,1.2859
7, YFNV,0.83511,0,1.119
7, YFEV,0.63488,1,2.6711
7, YSLV,0.85195,1,0.58501
7, YFEV,0.78506,1,0.61833
7, YSLV,1.0356,1,1.3694
7, YFNV,0.73507,1,0.80194
7, YSNV,0.88527,1,0.80194
7, YSEV,1.703,1,1.9034
7, YSLV,0.96869,1,0.75189
7, XSNV,1.436,1,0.73502
7, XFEV,1.4861,1,0.68514
7, YSLV,1.2022,0,1.0689
7, YSLV,0.8852,1,0.63507
7, YFEV,1.002,1,1.0355
7, YFNV,0.71838,1,0.8352
7, XSNV,1.6363,1,0.60166
7, XSEV,1.1856,1,0.7017
7, XFLV,0.78511,1,0.51808
8, XFEP,1.8198,1,4.3903
8, XFLP,0.75178,1,1.7366
8, YSNP,1.3526,1,1.0525
8, XSLP,1.1523,1,1.4528
8, XSEP,1.2357,1,1.0522
8, XFNP,0.85186,1,0.73525
8, YFNP,0.6516,1,0.76849
8, YSLP,0.81847,1,0.6017
8, XFEP,0.63492,1,0.71834
8, XFEP,0.61831,1,0.63509
8, YFLP,0.60158,1,0.51833
8, XSNP,0.7518,0,0.51832
8, YFLP,0.55146,1,0.51818
8, YSEP,0.86854,1,0.73519
8, YFNP,0.55143,1,0.5183
8, XSEP,1.5695,1,0.75197
8, XFLP,0.86854,1,0.51824
8, YSNP,0.95187,1,0.65185
8, XFLP,1.0021,1,0.56836
8, XFNP,0.88523,1,0.51827
8, XFEP,0.6516,1,0.635
8, XFLP,1.6196,1,0.58489
8, XFEP,0.96861,1,0.66846
8, XSNP,1.4192,1,0.5183
8, XFEP,0.78552,1,0.55172
8, YSNP,1.0856,1,0.55164
8, YSLP,1.0188,1,0.51827
8, YSLP,0.80185,1,1.5529
8, XSNP,1.1189,1,0.60165
8, XSEP,0.98532,1,0.68507
8, YSNP,0.91862,1,0.58499
8, YFEP,0.73502,1,0.70173
8, XSLP,0.93536,1,0.5182
8, YSNP,0.98534,1,0.53494
8, YFLP,0.70158,1,0.58481
8, YFEP,0.55138,1,0.70178
8, XFEP,0.85187,1,0.63491
8, YSNP,1.0187,1,1.5195
8, XSLP,1.2524,1,1.2525
8, YFLP,0.53479,1,0.68513
8, YSNP,0.71832,1,0.68504
8, YFEP,0.50144,1,0.63518
8, XSEP,1.0021,1,0.65181
8, XSLP,1.0855,1,0.60169
8, XFNP,0.86858,1,0.55158
8, YSNP,0.86854,1,0.60168
8, YSEP,1.0021,1,1.1356
8, XSLP,0.88523,1,0.56834
8, YSLP,0.95197,1,0.51822
8, XSEP,1.0855,1,0.51828
8, YSNP,1.8032,1,0.55158
8, XFEP,1.0187,1,0.71835
8, XFLP,0.7183,1,0.51804
8, XFNP,0.8017,1,0.51818
8, XFNP,1.1188,1,0.51821
8, YFLP,0.7517,1,0.58502
8, XSEP,1.6196,1,0.61836
8, YSEP,0.70164,1,0.70181
8, XFLP,0.86863,1,0.58512
8, YFNP,0.83519,1,0.55182
8, YSEV,0.9186,1,2.9384
8, XSNV,1.1523,1,0.96879
8, YFLV,0.8186,1,0.63528
8, XFLV,0.61825,1,0.73516
8, XSNV,0.90197,1,0.51815
8, YFEV,0.78516,1,0.60168
8, YFEV,0.71839,1,0.51846
8, XSNV,1.1857,1,0.60177
8, XSLV,0.88525,1,0.81864
8, YFLV,0.8185,1,0.56825
8, XSNV,0.98538,1,0.61852
8, XFEV,0.88534,1,0.55175
8, YFEV,0.61828,1,0.56823
8, XFNV,0.75173,1,0.51812
8, XSLV,1.0354,1,0.53488
8, YSLV,0.93541,1,0.51814
8, XSEV,0.90191,1,0.5349
8, XSNV,0.91868,1,0.56833
8, YSLV,1.0188,1,0.98557
8, YSNV,0.71826,1,0.51837
8, YFEV,0.83524,1,0.58489
8, YFEV,0.78505,1,0.51816
8, YFNV,0.71833,1,0.58497
8, YFLV,0.78528,1,0.55141
8, YSEV,0.81845,1,0.63498
8, XFLV,1.0688,1,0.51804
8, YSNV,0.88537,1,0.51826
8, YFLV,0.66828,1,0.51831
8, YSNV,0.90191,1,0.53489
8, XSEV,1.3025,1,0.53481
8, XFNV,0.80176,1,0.51824
8, YFEV,0.66839,1,0.51815
8, YSLV,0.90191,1,0.53476
8, YFEV,0.68497,1,0.51817
8, XSLV,1.0523,1,0.61821
8, YFNV,0.93527,1,0.51812
8, YFEV,0.70179,1,0.65177
8, YFNV,0.81848,1,0.53491
8, YSLV,0.88527,1,0.51819
8, XFLV,1.7031,1,0.51832
8, XSNV,0.93532,1,0.51819
8, YSEV,1.1022,1,0.60171
8, YSNV,0.91861,1,0.51816
8, XFEV,1.2356,1,0.5516
8, YSLV,0.73513,1,0.51815
8, XFEV,1.0855,1,0.51818
8, YSNV,0.90188,1,0.51813
8, YSLV,1.0689,1,0.51808
8, XSEV,1.8532,1,0.51827
8, YFLV,1.0687,1,0.51826
8, XFNV,0.85182,1,0.5682
8, XFEV,1.4527,1,0.51817
8, XFNV,0.6182,1,0.55156
8, XSLV,1.2356,1,0.51829
8, YFNV,1.0354,1,0.51827
8, YFEV,0.65169,1,0.76868
8, XSLV,0.80186,1,0.95222
8, XSLV,0.86862,1,0.66837
8, YSEV,0.95208,1,0.6184
8, YFNV,0.75173,1,1.1857
8, XFNP,0.91865,1,0.93592
8, XSLP,0.91871,1,0.96895
8, XFLP,1.4861,0,0.66836
8, XFNP,1.3525,1,0.53488
8, XSEP,1.0522,1,0.5182
8, XFNP,0.70168,1,3.6391
8, YFEP,0.91858,1,0.63508
8, XSLP,0.91863,1,0.53492
8, XSEP,1.6363,1,0.51814
8, YSLP,1.0522,1,0.585
8, XSNP,1.1522,1,0.61837
8, XSLP,1.5027,1,0.60152
8, XFEP,0.85189,1,0.51827
8, YSNP,1.5862,1,0.5182
8, YFEP,1.2523,1,0.51819
8, XFNP,0.81847,1,0.51824
8, YFLP,0.68501,1,0.51818
8, XFEP,1.1522,1,0.51836
8, YSLP,0.86851,1,0.51839
8, YFNP,0.58483,1,0.5183
8, YFLP,0.61832,1,0.51832
8, YFNP,0.66838,1,0.51828
8, YFEP,0.51816,1,0.51829
8, XSNP,1.4527,1,0.80201
8, XFLP,1.1857,1,1.436
8, YFEP,0.78508,1,0.81866
8, YSLP,1.0187,1,0.56826
8, XSNP,1.0354,1,0.51816
8, YSEP,1.6696,1,0.51812
8, YFLP,0.93532,1,0.61826
8, YSNP,0.81848,1,0.51822
8, YFEP,0.86848,1,0.51833
8, YFNP,0.80179,1,0.51825
8, YFLP,1.3358,0,0.51814
8, XFEP,1.5362,1,0.56825
8, XFNP,1.5528,1,0.7018
8, YFEP,0.8184,1,0.85189
8, YSLP,0.95201,1,0.6184
8, XSNP,1.1355,1,0.53483
8, XSEP,0.95202,1,0.51836
8, XFLP,0.85184,1,0.63511
8, YSNP,1.436,1,0.56826
8, XSLP,1.386,1,0.68497
8, XFEP,0.88519,1,0.51806
8, XSLP,0.86848,1,0.51823
8, YSNP,1.2357,1,0.51822
8, XSEP,1.219,1,0.51819
8, XSNP,1.1524,1,0.51814
8, XSLP,1.653,1,0.5851
8, YSEP,1.4528,1,0.60172
8, YFEP,1.0688,1,0.55837
8, XFNP,1.2357,1,0.5182
8, YSLP,0.95195,1,0.51825
8, YSEP,1.0354,1,0.51814
8, XSNP,1.0354,1,0.5183
8, XSLP,0.96877,1,0.51824
8, YFLP,0.68499,1,0.56834
8, YFNP,0.50139,1,1.1355
8, YFEP,0.58479,1,0.51845
8, XSLV,1.2358,1,1.4031
8, YSNV,0.76837,1,0.76844
8, XSEV,1.1689,1,0.65164
8, YFLV,0.75173,1,0.51878
8, XFNV,0.91864,1,0.53477
8, YFEV,0.65163,1,0.5183
8, YFNV,0.75172,1,0.51835
8, YSEV,1.1022,1,0.518
8, YFLV,0.61827,1,0.51819
8, YSEV,1.0854,1,0.51823
8, YFLV,0.55137,1,0.5517
8, YFNV,0.71823,1,1.1358
8, XFNV,0.86855,1,0.68507
8, YSLV,1.286,1,0.51812
8, XFEV,1.1689,1,0.51828
8, YSNV,1.2357,1,0.51813
8, XSEV,1.3192,1,0.51827
8, YSLV,0.90192,1,0.51824
8, YSEV,0.86853,1,0.51824
8, XSNV,1.0856,1,0.51826
8, YFLV,0.70166,1,0.81867
8, YSLV,2.0536,1,0.51814
8, YSEV,1.1022,1,0.51826
8, XSNV,1.2691,1,0.71846
8, YSNV,1.4693,1,0.51814
8, YSEV,1.0355,1,0.51817
8, XSLV,1.4693,1,0.78506
8, YFLV,0.61828,1,0.66852
8, XFNV,0.81848,1,0.51833
8, XFEV,2.0869,1,0.51815
8, XFNV,1.0021,1,0.58483
8, YSEV,0.91869,1,0.51814
8, XSLV,1.0522,1,0.56816
8, XSEV,1.4193,1,0.51821
8, YFLV,0.76857,1,4.0897
8, XFNV,0.80194,1,0.56828
8, XFLV,2.721,1,0.55165
8, YFEV,0.65146,1,0.51823
8, XFNV,0.71836,1,0.51814
8, YFEV,0.50135,1,0.58499
8, YFLV,0.635,1,0.51835
8, YFNV,0.73503,1,0.76856
8, YFEV,0.63489,1,0.51822
8, XSNV,0.96879,1,0.56823
8, YFLV,0.50129,1,0.61817
8, XSLV,1.3692,1,0.51804
8, YSNV,1.8031,1,0.51827
8, YSEV,1.5862,1,0.5184
8, XSNV,1.6194,1,0.55164
8, YFLV,1.0354,1,1.0022
8, XSEV,1.0522,1,0.53491
8, YSEV,0.66831,1,1.2525
8, XFLV,1.1022,1,0.60157
8, YFNV,0.6684,1,0.51832
8, YSNV,0.73513,1,0.55162
8, YFLV,0.65171,1,1.2024
8, XSEV,0.952,1,0.56841
8, YFNV,0.6182,1,0.6186
8, YSEV,0.63489,1,0.51822
8, YFLV,1.3192,1,0.51821
